"filename", "language", "Dart", "comment", "blank", "total"
"d:\Documents\GitHub\Dogo\dogo_front\lib\Helpers\constants.dart", "Dart", 0, 1, 0, 1
"d:\Documents\GitHub\Dogo\dogo_front\lib\Helpers\screens\location_picker.dart", "Dart", -5, -2, -2, -9
"d:\Documents\GitHub\Dogo\dogo_front\lib\Helpers\screens\view_location.dart", "Dart", -1, 0, 0, -1
"Total", "-", -6, -1, -2, -9
